healpix, glon, glat, ra, dec
534, 139.72475, -30.68788, 29.53125, 30.00000
535, 140.56158, -28.99604, 30.93750, 31.38817
536, 135.97127, -32.97638, 25.31250, 28.63099
537, 136.99083, -31.35382, 26.71875, 30.00000
538, 134.20382, -31.90276, 23.90625, 30.00000
539, 135.24104, -30.29019, 25.31250, 31.38817
540, 137.92796, -29.69925, 28.12500, 31.38817
541, 138.78437, -28.01346, 29.53125, 32.79717
542, 136.19547, -28.64275, 26.71875, 32.79717
543, 137.06851, -26.96110, 28.12500, 34.22887
544, 127.44152, -36.78659, 16.87500, 25.94448
545, 128.84109, -35.34318, 18.28125, 27.27961
546, 125.78191, -35.53437, 15.46875, 27.27961
547, 127.18911, -34.10795, 16.87500, 28.63099
548, 130.15087, -33.85763, 19.68750, 28.63099
549, 131.37287, -32.33133, 21.09375, 30.00000
550, 128.50818, -32.63682, 18.28125, 30.00000
551, 129.74065, -31.12224, 19.68750, 31.38817
552, 124.20906, -34.22882, 14.06250, 28.63099
553, 125.62081, -32.81725, 15.46875, 30.00000
554, 122.72237, -32.87142, 12.65625, 30.00000
555, 124.13603, -31.47233, 14.06250, 31.38817
556, 126.94617, -31.35836, 16.87500, 31.38817
557, 128.18625, -29.85323, 18.28125, 32.79717
558, 125.46512, -30.02324, 15.46875, 32.79717
559, 126.71030, -28.52502, 16.87500, 34.22887
560, 132.50891, -30.76546, 22.50000, 31.38817
561, 133.56063, -29.16098, 23.90625, 32.79717
562, 130.88793, -29.56524, 21.09375, 32.79717
563, 131.95125, -27.96663, 22.50000, 34.22887
564, 134.52940, -27.51862, 25.31250, 34.22887
565, 135.41627, -25.83888, 26.71875, 35.68533
566, 132.93161, -26.32695, 23.90625, 35.68533
567, 133.82969, -24.64651, 25.31250, 37.16890
568, 129.34202, -28.30271, 19.68750, 34.22887
569, 130.41433, -26.70742, 21.09375, 35.68533
570, 127.87215, -26.97830, 18.28125, 35.68533
571, 128.95111, -25.38343, 19.68750, 37.16890
572, 131.40377, -25.06768, 22.50000, 37.16890
573, 132.31066, -23.38352, 23.90625, 38.68219
574, 129.94739, -23.74047, 21.09375, 38.68219
575, 130.86092, -22.04912, 22.50000, 40.22818
576, 143.13495, -28.18442, 33.75000, 31.38817
577, 143.79690, -26.43555, 35.15625, 32.79717
578, 141.32022, -27.27646, 32.34375, 32.79717
579, 142.00189, -25.52960, 33.75000, 34.22887
580, 144.38451, -24.66263, 36.56250, 34.22887
581, 144.89832, -22.86587, 37.96875, 35.68533
582, 142.60738, -23.75573, 35.15625, 35.68533
583, 143.13701, -21.95494, 36.56250, 37.16890
584, 139.56144, -26.29698, 30.93750, 34.22887
585, 140.26011, -24.55018, 32.34375, 35.68533
586, 137.86122, -25.24565, 29.53125, 35.68533
587, 138.57425, -23.49658, 30.93750, 37.16890
588, 140.88090, -22.77317, 33.75000, 37.16890
589, 141.42384, -20.96585, 35.15625, 38.68219
590, 139.20779, -21.71382, 32.34375, 38.68219
591, 139.76155, -19.89698, 33.75000, 40.22818
592, 145.33842, -21.04531, 39.37500, 37.16890
593, 145.70435, -19.20080, 40.78125, 38.68219
594, 143.59059, -20.12707, 37.96875, 38.68219
595, 143.96737, -18.27175, 39.37500, 40.22818
596, 145.99510, -17.33195, 42.18750, 40.22818
597, 146.20901, -15.43815, 43.59375, 41.81031
598, 144.26601, -16.38831, 40.78125, 41.81031
599, 144.43557, -14.52835, 42.09677, 43.40686
600, 141.88843, -19.12781, 36.56250, 40.22818
601, 142.27359, -17.25839, 37.96875, 41.81031
602, 140.23468, -18.04538, 35.15625, 41.81031
603, 140.44436, -16.25504, 36.29032, 43.40686
604, 142.46385, -15.43411, 39.19355, 43.40686
605, 142.65923, -13.60111, 40.50000, 44.99388
606, 140.65908, -14.45847, 37.50000, 44.99388
607, 140.87810, -12.65358, 38.79310, 46.57185
608, 136.22196, -24.12198, 28.12500, 37.16890
609, 136.94679, -22.36791, 29.53125, 38.68219
610, 134.64587, -22.92530, 26.71875, 38.68219
611, 135.38007, -21.16298, 28.12500, 40.22818
612, 137.59061, -20.57628, 30.93750, 40.22818
613, 138.15274, -18.74642, 32.34375, 41.81031
614, 136.03177, -19.35886, 29.53125, 41.81031
615, 136.27642, -17.63069, 30.48387, 43.40686
616, 133.13498, -21.65463, 25.31250, 40.22818
617, 133.87628, -19.88031, 26.71875, 41.81031
618, 131.69126, -20.30866, 23.90625, 41.81031
619, 131.96582, -18.63414, 24.67742, 43.40686
620, 134.13651, -18.18009, 27.58065, 43.40686
621, 134.40019, -16.48022, 28.50000, 44.99388
622, 132.24292, -16.96181, 25.50000, 44.99388
623, 132.52269, -15.29037, 26.37931, 46.57185
624, 138.38055, -16.98816, 33.38710, 43.40686
625, 138.61308, -15.22602, 34.50000, 44.99388
626, 136.52527, -15.90083, 31.50000, 44.99388
627, 136.77805, -14.16762, 32.58621, 46.57185
628, 138.84986, -13.45812, 35.68966, 46.57185
629, 139.09032, -11.68240, 36.96429, 48.14121
630, 137.03445, -12.42922, 33.75000, 48.14121
631, 137.29405, -10.68365, 35.00000, 49.70239
632, 134.66728, -14.77921, 29.48276, 46.57185
633, 134.93767, -13.07549, 30.53571, 48.14121
634, 132.80520, -13.61847, 27.32143, 48.14121
635, 133.09049, -11.94459, 28.33333, 49.70239
636, 135.21118, -11.36730, 31.66667, 49.70239
637, 135.48754, -9.65272, 32.88462, 51.25581
638, 133.37851, -10.26711, 29.42308, 51.25581
639, 133.66913, -8.58419, 30.60000, 52.80185
640, 121.32115, -31.46345, 11.25000, 31.38817
641, 122.73452, -30.07427, 12.65625, 32.79717
642, 120.00466, -30.00601, 9.84375, 32.79717
643, 121.41596, -28.62393, 11.25000, 34.22887
644, 124.06515, -28.63229, 14.06250, 34.22887
645, 125.31331, -27.13815, 15.46875, 35.68533
646, 122.74636, -27.18612, 12.65625, 35.68533
647, 123.99572, -25.69291, 14.06250, 37.16890
648, 118.77217, -28.49998, 8.43750, 34.22887
649, 120.18004, -27.12195, 9.84375, 35.68533
650, 117.62308, -26.94598, 7.03125, 35.68533
651, 119.02655, -25.56868, 8.43750, 37.16890
652, 121.50882, -25.68506, 11.25000, 37.16890
653, 122.75801, -24.18929, 12.65625, 38.68219
654, 120.35271, -24.12914, 9.84375, 38.68219
655, 121.60071, -22.62692, 11.25000, 40.22818
656, 126.47917, -25.59219, 16.87500, 37.16890
657, 127.56276, -23.99448, 18.28125, 38.68219
658, 125.16385, -24.14433, 15.46875, 38.68219
659, 126.25038, -22.54005, 16.87500, 40.22818
660, 128.56391, -22.34470, 19.68750, 40.22818
661, 129.48215, -20.64214, 21.09375, 41.81031
662, 127.25474, -20.87933, 18.28125, 41.81031
663, 127.55437, -19.24897, 18.87097, 43.40686
664, 123.92703, -22.63427, 14.06250, 40.22818
665, 125.01513, -21.01921, 15.46875, 41.81031
666, 122.76960, -21.06118, 12.65625, 41.81031
667, 123.08991, -19.46464, 13.06452, 43.40686
668, 125.32561, -19.40710, 15.96774, 43.40686
669, 125.63508, -17.80142, 16.50000, 44.99388
670, 123.40786, -17.87550, 13.50000, 44.99388
671, 123.72406, -16.29310, 13.96552, 46.57185
672, 116.55691, -25.34438, 5.62500, 37.16890
673, 117.95542, -23.96419, 7.03125, 38.68219
674, 115.57344, -23.69522, 4.21875, 38.68219
675, 116.96680, -22.30815, 5.62500, 40.22818
676, 119.27835, -22.51805, 8.43750, 40.22818
677, 120.52454, -21.00504, 9.84375, 41.81031
678, 118.28631, -20.85105, 7.03125, 41.81031
679, 118.62363, -19.27738, 7.25806, 43.40686
680, 114.67273, -21.99819, 2.81250, 40.22818
681, 116.06118, -20.59987, 4.21875, 41.81031
682, 113.85520, -20.25258, 1.40625, 41.81031
683, 114.20681, -18.69048, 1.45161, 43.40686
684, 116.40592, -19.03341, 4.35484, 43.40686
685, 116.74413, -17.47575, 4.50000, 44.99388
686, 114.55058, -17.13714, 1.50000, 44.99388
687, 114.88736, -15.59219, 1.55172, 46.57185
688, 120.85376, -19.42134, 10.16129, 43.40686
689, 121.17922, -17.84575, 10.50000, 44.99388
690, 118.95580, -17.71230, 7.50000, 44.99388
691, 119.28356, -16.15531, 7.75862, 46.57185
692, 121.50162, -16.27771, 10.86207, 46.57185
693, 121.82157, -14.71666, 11.25000, 48.14121
694, 119.60761, -14.60596, 8.03571, 48.14121
695, 119.92858, -13.06375, 8.33333, 49.70239
696, 117.07662, -15.92646, 4.65517, 46.57185
697, 117.40412, -14.38515, 4.82143, 48.14121
698, 115.21792, -14.05525, 1.60714, 48.14121
699, 115.54299, -12.52595, 1.66667, 49.70239
700, 117.72732, -12.85140, 5.00000, 49.70239
701, 118.04686, -11.32481, 5.19231, 51.25581
702, 115.86324, -11.00396, 1.73077, 51.25581
703, 116.17930, -9.48892, 1.80000, 52.80185
704, 129.76982, -18.99094, 21.77419, 43.40686
705, 130.05897, -17.34357, 22.50000, 44.99388
706, 127.85428, -17.62385, 19.50000, 44.99388
707, 128.15488, -16.00304, 20.17241, 46.57185
708, 130.34988, -15.69891, 23.27586, 46.57185
709, 130.64277, -14.05581, 24.10714, 48.14121
710, 128.45654, -14.38555, 20.89286, 48.14121
711, 128.75959, -12.77032, 21.66667, 49.70239
712, 125.94407, -16.20140, 17.06897, 46.57185
713, 126.25303, -14.60620, 17.67857, 48.14121
714, 124.03906, -14.71674, 14.46429, 48.14121
715, 124.35339, -13.14572, 15.00000, 49.70239
716, 126.56243, -13.01495, 18.33333, 49.70239
717, 126.87267, -11.42673, 19.03846, 51.25581
718, 124.66757, -11.57931, 15.57692, 51.25581
719, 124.98205, -10.01670, 16.20000, 52.80185
720, 130.93785, -12.41298, 25.00000, 49.70239
721, 131.23526, -10.76905, 25.96154, 51.25581
722, 129.06433, -11.15621, 22.50000, 51.25581
723, 129.37101, -9.54197, 23.40000, 52.80185
724, 131.53509, -9.12250, 27.00000, 52.80185
725, 131.83734, -7.47163, 28.12500, 54.34091
726, 129.67983, -7.92623, 24.37500, 54.34091
727, 129.99094, -6.30745, 25.43478, 55.87335
728, 127.18413, -9.84053, 19.80000, 52.80185
729, 127.49716, -8.25527, 20.62500, 54.34091
730, 125.29729, -8.45705, 16.87500, 54.34091
731, 125.61369, -6.89945, 17.60870, 55.87335
732, 127.81206, -6.66974, 21.52174, 55.87335
733, 128.12908, -5.08258, 22.50000, 57.39952
734, 125.93166, -5.34287, 18.40909, 57.39952
735, 126.25154, -3.78619, 19.28571, 58.91978
736, 122.13968, -13.16202, 11.66667, 49.70239
737, 122.45651, -11.61319, 12.11538, 51.25581
738, 120.24709, -11.52822, 8.65385, 51.25581
739, 120.56372, -9.99889, 9.00000, 52.80185
740, 122.77260, -10.06957, 12.60000, 52.80185
741, 123.08845, -8.53051, 13.12500, 54.34091
742, 120.87901, -8.47527, 9.37500, 54.34091
743, 121.19349, -6.95685, 9.78261, 55.87335
744, 118.36335, -9.80501, 5.40000, 52.80185
745, 118.67736, -8.29161, 5.62500, 54.34091
746, 116.49176, -7.98050, 1.87500, 54.34091
747, 116.80119, -6.47840, 1.95652, 55.87335
748, 118.98944, -6.78422, 5.86957, 55.87335
749, 119.30012, -5.28247, 6.13636, 57.39952
750, 117.10811, -4.98229, 2.04545, 57.39952
751, 117.41304, -3.49188, 2.14286, 58.91978
752, 123.40455, -6.99533, 13.69565, 55.87335
753, 123.72137, -5.46328, 14.31818, 57.39952
754, 121.50768, -5.44310, 10.22727, 57.39952
755, 121.82207, -3.93348, 10.71429, 58.91978
756, 124.03936, -3.93356, 15.00000, 58.91978
757, 124.35896, -2.40527, 15.75000, 60.43444
758, 122.13714, -2.42737, 11.25000, 60.43444
759, 122.45337, -0.92413, 11.84211, 61.94384
760, 119.60991, -3.78595, 6.42857, 58.91978
761, 119.91930, -2.29428, 6.75000, 60.43444
762, 117.71648, -2.00686, 2.25000, 60.43444
763, 118.01889, -0.52695, 2.36842, 61.94384
764, 120.22878, -0.80705, 7.10526, 61.94384
765, 120.53884, 0.67619, 7.50000, 63.44828
766, 118.32077, 0.94814, 2.50000, 63.44828
767, 118.62255, 2.41868, 2.64706, 64.94808
768, 146.35658, -13.54092, 45.00000, 43.40686
769, 146.50863, -11.62971, 46.50000, 44.99388
770, 144.61006, -12.65709, 43.50000, 44.99388
771, 144.78815, -10.77201, 45.00000, 46.57185
772, 146.66348, -9.70180, 48.10345, 46.57185
773, 146.81918, -7.75417, 49.82143, 48.14121
774, 144.96830, -8.87034, 46.60714, 48.14121
775, 145.14868, -6.94902, 48.33333, 49.70239
776, 142.85870, -11.75711, 41.89655, 46.57185
777, 143.06109, -9.89954, 43.39286, 48.14121
778, 141.10058, -10.83807, 40.17857, 48.14121
779, 141.32547, -9.00941, 41.66667, 49.70239
780, 143.26500, -8.02563, 45.00000, 49.70239
781, 143.46871, -6.13226, 46.73077, 51.25581
782, 141.55152, -7.16478, 43.26923, 51.25581
783, 141.77717, -5.30106, 45.00000, 52.80185
784, 146.97341, -5.78353, 51.66667, 49.70239
785, 147.12341, -3.78622, 53.65385, 51.25581
786, 145.32708, -5.00467, 50.19231, 51.25581
787, 145.50080, -3.03351, 52.20000, 52.80185
788, 147.26578, -1.75819, 55.80000, 52.80185
789, 147.39631, 0.30503, 58.12500, 54.34091
790, 145.66650, -1.03136, 54.37500, 54.34091
791, 145.81996, 1.00649, 56.73913, 55.87335
792, 143.67015, -4.21598, 48.60000, 52.80185
793, 143.86670, -2.27291, 50.62500, 54.34091
794, 142.00045, -3.41472, 46.87500, 54.34091
795, 142.21887, -1.50180, 48.91304, 55.87335
796, 144.05507, -0.29871, 52.82609, 55.87335
797, 144.23108, 1.71153, 55.22727, 57.39952
798, 142.42923, 0.44221, 51.13636, 57.39952
799, 142.62738, 2.42240, 53.57143, 58.91978
800, 139.33374, -9.89660, 38.33333, 49.70239
801, 139.57926, -8.09820, 39.80769, 51.25581
802, 137.55629, -8.92869, 36.34615, 51.25581
803, 137.82046, -7.16186, 37.80000, 52.80185
804, 139.82577, -6.28440, 41.40000, 52.80185
805, 140.07185, -4.45205, 43.12500, 54.34091
806, 138.08561, -5.38041, 39.37500, 54.34091
807, 138.35050, -3.58118, 41.08696, 55.87335
808, 135.76635, -7.92962, 34.20000, 52.80185
809, 136.04705, -6.19560, 35.62500, 54.34091
810, 133.96211, -6.89380, 31.87500, 54.34091
811, 134.25706, -5.19364, 33.26087, 55.87335
812, 136.32887, -4.44793, 37.17391, 55.87335
813, 136.61075, -2.68352, 38.86364, 57.39952
814, 134.55339, -3.48108, 34.77273, 57.39952
815, 134.85023, -1.75310, 36.42857, 58.91978
816, 140.31569, -2.59760, 45.00000, 55.87335
817, 140.55494, -0.71698, 47.04545, 57.39952
818, 138.61347, -1.76059, 42.95455, 57.39952
819, 138.87234, 0.08547, 45.00000, 58.91978
820, 140.78650, 1.19443, 49.28571, 58.91978
821, 141.00633, 3.14195, 51.75000, 60.43444
822, 139.12420, 1.96173, 47.25000, 60.43444
823, 139.36513, 3.87369, 49.73684, 61.94384
824, 136.89124, -0.89880, 40.71429, 58.91978
825, 137.16835, 0.91036, 42.75000, 60.43444
826, 135.14636, -0.00621, 38.25000, 60.43444
827, 135.44007, 1.76372, 40.26316, 61.94384
828, 137.43940, 2.74878, 45.00000, 61.94384
829, 137.70068, 4.62212, 47.50000, 63.44828
830, 135.72892, 3.56151, 42.50000, 63.44828
831, 136.00951, 5.39294, 45.00000, 64.94808
832, 147.50973, 2.40843, 60.65217, 55.87335
833, 147.59935, 4.55752, 63.40909, 57.39952
834, 145.95583, 3.08526, 59.31818, 57.39952
835, 146.06722, 5.21081, 62.14286, 58.91978
836, 147.65656, 6.75835, 66.42857, 58.91978
837, 147.67021, 9.01752, 69.75000, 60.43444
838, 146.14519, 7.38962, 65.25000, 60.43444
839, 146.17799, 9.62880, 68.68421, 61.94384
840, 144.38931, 3.76331, 57.85714, 58.91978
841, 144.52272, 5.86286, 60.75000, 60.43444
842, 142.80790, 4.44460, 56.25000, 60.43444
843, 142.96361, 6.51540, 59.21053, 61.94384
844, 144.62202, 8.01714, 63.94737, 61.94384
845, 144.67487, 10.23384, 67.50000, 63.44828
846, 143.08494, 8.64228, 62.50000, 63.44828
847, 143.15893, 10.83364, 66.17647, 64.94808
848, 147.62566, 11.34205, 73.42105, 61.94384
849, 147.50349, 13.73921, 77.50000, 63.44828
850, 146.15000, 11.93602, 72.50000, 63.44828
851, 146.04021, 14.31922, 76.76471, 64.94808
852, 147.27760, 16.21597, 82.05882, 64.94808
853, 146.91259, 18.77810, 87.18750, 66.44354
854, 145.82005, 16.78608, 81.56250, 66.44354
855, 145.45017, 19.34288, 87.00000, 67.93493
856, 144.66461, 12.52137, 71.47059, 64.94808
857, 144.56854, 14.88850, 75.93750, 66.44354
858, 143.16788, 13.09870, 70.31250, 66.44354
859, 143.08724, 15.44727, 75.00000, 67.93493
860, 144.35529, 17.34377, 81.00000, 67.93493
861, 143.98096, 19.89410, 86.78571, 69.42255
862, 142.88252, 17.88896, 80.35714, 69.42255
863, 142.50454, 20.43154, 86.53846, 70.90667
864, 141.20904, 5.13167, 54.47368, 61.94384
865, 141.38737, 7.17062, 57.50000, 63.44828
866, 139.58985, 5.82776, 52.50000, 63.44828
867, 139.79111, 7.83139, 55.58824, 64.94808
868, 141.53151, 9.26685, 60.88235, 64.94808
869, 141.62795, 11.42954, 64.68750, 66.44354
870, 139.95893, 9.89325, 59.06250, 66.44354
871, 140.07932, 12.02337, 63.00000, 67.93493
872, 137.94708, 6.53704, 50.29412, 64.94808
873, 138.17149, 8.50143, 53.43750, 66.44354
874, 136.27703, 7.26490, 47.81250, 66.44354
875, 136.52462, 9.18569, 51.00000, 67.93493
876, 138.36387, 10.52464, 57.00000, 67.93493
877, 138.50989, 12.61764, 61.07143, 69.42255
878, 136.74237, 11.16532, 54.64286, 69.42255
879, 136.91580, 13.21582, 58.84615, 70.90667
880, 141.65792, 13.66889, 69.00000, 67.93493
881, 141.59490, 15.99594, 73.92857, 69.42255
882, 140.13247, 14.23315, 67.50000, 69.42255
883, 140.08977, 16.53510, 72.69231, 70.90667
884, 141.40087, 18.42166, 79.61538, 70.90667
885, 141.02050, 20.95496, 86.25000, 72.38756
886, 139.90930, 18.94193, 78.75000, 72.38756
887, 139.52845, 21.46412, 85.90909, 73.86550
888, 138.58875, 14.79320, 65.76923, 70.90667
889, 138.56974, 17.06567, 71.25000, 72.38756
890, 137.02331, 15.35153, 63.75000, 72.38756
891, 137.03206, 17.58905, 69.54545, 73.86550
892, 138.40654, 19.44999, 77.72727, 73.86550
893, 138.02793, 21.95880, 85.50000, 75.34073
894, 136.89095, 19.94624, 76.50000, 75.34073
895, 136.51848, 22.43880, 85.00000, 76.81353
896, 132.14193, -5.81455, 29.34783, 55.87335
897, 132.44863, -4.14908, 30.68182, 57.39952
898, 130.30438, -4.68390, 26.59091, 57.39952
899, 130.62011, -3.05358, 27.85714, 58.91978
900, 132.75705, -2.47273, 32.14286, 58.91978
901, 133.06654, -0.78262, 33.75000, 60.43444
902, 130.93793, -1.41420, 29.25000, 60.43444
903, 131.25743, 0.23694, 30.78947, 61.94384
904, 128.44843, -3.49228, 23.57143, 58.91978
905, 128.77021, -1.89705, 24.75000, 60.43444
906, 126.57365, -2.22811, 20.25000, 60.43444
907, 126.89825, -0.66714, 21.31579, 61.94384
908, 129.09442, -0.29485, 26.05263, 61.94384
909, 129.42091, 1.31675, 27.50000, 63.44828
910, 127.22553, 0.89846, 22.50000, 63.44828
911, 127.55556, 2.47078, 23.82353, 64.94808
912, 133.37615, 0.92464, 35.52632, 61.94384
913, 133.68444, 2.65306, 37.50000, 63.44828
914, 131.57794, 1.90303, 32.50000, 63.44828
915, 131.89837, 3.58790, 34.41176, 64.94808
916, 133.98934, 4.40743, 39.70588, 64.94808
917, 134.28782, 6.19355, 42.18750, 66.44354
918, 132.21705, 5.29618, 36.56250, 66.44354
919, 132.53146, 7.03358, 39.00000, 67.93493
920, 129.74929, 2.94065, 29.11765, 64.94808
921, 130.07886, 4.58038, 30.93750, 66.44354
922, 127.88827, 4.05231, 25.31250, 66.44354
923, 128.22334, 5.64616, 27.00000, 67.93493
924, 130.40842, 6.24028, 33.00000, 67.93493
925, 130.73605, 7.92578, 35.35714, 69.42255
926, 128.56008, 7.25618, 28.92857, 69.42255
927, 128.89725, 8.88728, 31.15385, 70.90667
928, 124.68058, -0.87739, 16.57895, 61.94384
929, 125.00458, 0.65126, 17.50000, 63.44828
930, 122.77123, 0.57698, 12.50000, 63.44828
931, 123.09116, 2.07680, 13.23529, 64.94808
932, 125.33132, 2.18205, 18.52941, 64.94808
933, 125.66108, 3.71662, 19.68750, 66.44354
934, 123.41362, 3.57629, 14.06250, 66.44354
935, 123.73904, 5.07660, 15.00000, 67.93493
936, 120.84995, 2.15589, 7.94118, 64.94808
937, 121.16259, 3.63257, 8.43750, 66.44354
938, 118.92470, 3.88497, 2.81250, 66.44354
939, 119.22768, 5.34727, 3.00000, 67.93493
940, 121.47724, 5.10680, 9.00000, 67.93493
941, 121.79440, 6.57922, 9.64286, 69.42255
942, 119.53195, 6.80588, 3.21429, 69.42255
943, 119.83796, 8.26108, 3.46154, 70.90667
944, 125.99404, 5.25699, 21.00000, 67.93493
945, 126.33027, 6.80563, 22.50000, 69.42255
946, 124.06780, 6.57914, 16.07143, 69.42255
947, 124.40027, 8.08566, 17.30769, 70.90667
948, 126.66959, 8.36573, 24.23077, 70.90667
949, 127.01145, 9.94139, 26.25000, 72.38756
950, 124.73668, 9.59843, 18.75000, 72.38756
951, 125.07714, 11.12042, 20.45455, 73.86550
952, 122.11455, 8.05063, 10.38462, 70.90667
953, 122.43819, 9.52199, 11.25000, 72.38756
954, 120.14619, 9.71318, 3.75000, 72.38756
955, 120.45713, 11.16252, 4.09091, 73.86550
956, 122.76583, 10.99451, 12.27273, 73.86550
957, 123.09794, 12.46981, 13.50000, 75.34073
958, 120.77128, 12.60944, 4.50000, 75.34073
959, 121.08916, 14.05440, 5.00000, 76.81353
960, 134.57551, 8.01845, 45.00000, 67.93493
961, 134.84598, 9.89078, 48.21429, 69.42255
962, 132.83780, 8.80714, 41.78571, 69.42255
963, 133.13029, 10.62570, 45.00000, 70.90667
964, 135.08969, 11.82118, 51.92308, 70.90667
965, 135.29229, 13.82280, 56.25000, 72.38756
966, 133.40009, 12.50046, 48.75000, 72.38756
967, 133.63339, 14.44565, 53.18182, 73.86550
968, 131.05868, 9.64373, 38.07692, 70.90667
969, 131.37147, 11.40296, 41.25000, 72.38756
970, 129.23269, 10.54583, 33.75000, 72.38756
971, 129.56274, 12.24026, 36.81818, 73.86550
972, 131.66665, 13.21495, 45.00000, 73.86550
973, 131.93154, 15.09483, 49.50000, 75.34073
974, 129.88115, 13.98190, 40.50000, 75.34073
975, 130.17716, 15.78631, 45.00000, 76.81353
976, 135.43170, 15.91176, 61.36364, 73.86550
977, 135.47315, 18.10741, 67.50000, 75.34073
978, 133.80814, 16.47934, 58.50000, 75.34073
979, 133.88811, 18.62416, 65.00000, 76.81353
980, 135.36037, 20.43144, 75.00000, 76.81353
981, 134.99951, 22.90395, 84.37500, 78.28415
982, 133.81172, 20.90691, 73.12500, 78.28415
983, 133.47029, 23.35415, 83.57143, 79.75283
984, 132.14492, 17.06267, 55.00000, 76.81353
985, 132.27004, 19.14491, 61.87500, 78.28415
986, 130.43161, 17.67523, 50.62500, 78.28415
987, 130.60891, 19.67922, 57.85714, 79.75283
988, 132.24042, 21.37506, 70.71429, 79.75283
989, 131.92971, 23.78942, 82.50000, 81.21982
990, 130.63925, 21.84040, 67.50000, 81.21982
991, 130.37601, 24.21009, 81.00000, 82.68538
992, 127.35470, 11.53807, 28.63636, 73.86550
993, 127.69706, 13.16323, 31.50000, 75.34073
994, 125.42141, 12.65570, 22.50000, 75.34073
995, 125.76868, 14.21000, 25.00000, 76.81353
